Gene1	Gene2
MOBKL3	STK25
MOBKL3	STRN
MOBKL3	STRN3
MOBKL3	STRN4
MOBKL3	TAF1
MOBKL3	TCP1
MOBKL3	TIMM13
MOBKL3	TRAF3IP3
MOBKL3	UBE2V2
MOBKL3	VHL
MOBKL3	ZRANB1
MOCS3	TAF1
MOCS3	XRN2
MOG	OTUD4
MOG	RFX5
MOGS	MYC
MOGS	NR2C2
MON1B	NFYA
MON1B	NFYB
MON1B	STAT3
MORC2	NCOA3
MORC2	RPS6KB1
MORC2	SETDB1
MORF4L1	MORF4L2
MORF4L1	MRFAP1
MORF4L1	MRFAP1L1
MORF4L1	MSH6
MORF4L1	MYST1
MORF4L1	PALB2
MORF4L1	PHF12
MORF4L1	RAD51
MORF4L1	RB1
MORF4L1	RBBP7
MORF4L1	RBP2
MORF4L1	RUVBL1
MORF4L1	RUVBL2
MORF4L1	SIN3A
MORF4L1	SIN3B
MORF4L1	SRCAP
MORF4L1	TRRAP
MORF4L1	TUBA1A
MORF4L1	TUBB2A
MORF4L1	ZNF131
MORF4L2	MPDU1
MORF4L2	MRFAP1
MORF4L2	PALB2
MORF4L2	PHF12
MORF4L2	PITPNA
MORF4L2	RB1
MORF4L2	RBBP7
MORF4L2	RBP2
MORF4L2	RUVBL1
MORF4L2	RUVBL2
MORF4L2	SIN3A
MORF4L2	SIN3B
MORF4L2	SRCAP
MORF4L2	TRRAP
MORF4L2	TUBA1A
MORF4L2	TUBB2A
MORF4L2	ZNF131
MORF4	SIN3A
MORG1	RAF1
MORN1	NPR2
MORN1	PAK4
MORN1	TTK
MORN2	NR2C2
MORN4	YY1
MORN5	NRF1
MOSC1	UBC
MOS	MST4
MOS	MXD1
MOS	MYOD1
MOS	NOL3
MOS	NUP107
MOS	OLIG3
MOS	PBX2
MOS	PGM1
MOS	PINX1
MOS	PLK1
MOS	POLD2
MOS	POLE3
MOS	PPP1R13L
MOS	PPP2R1B
MOS	PRDX5
MOS	PRKACB
MOS	R3HDM2
MOS	RAB18
MOS	RAD51
MOS	RBBP5
MOS	RBM17
MOS	RCHY1
MOS	RCOR3
MOS	RIPK3
MOS	RNF41
MOS	RPA2
MOS	RPS6KA2
MOS	RXRG
MOS	SFMBT1
MOS	SNAI1
MOS	SSBP3
MOS	SSX2
MOS	SSX4
MOS	STK16
MOS	TAF6
MOS	TERF2IP
MOS	TFAM
MOS	THOC1
MOS	TRIM24
MOS	TROVE2
MOS	TSC22D4
MOS	TTRAP
MOS	VAMP3
MOS	VAMP4
MOS	WWP1
MOS	ZBTB44
MOS	ZCCHC8
MOS	ZDHHC12
MOS	ZNF238
MOS	ZSCAN18
MOS	ZSCAN20
MOS	ZYX
MOV10L1	NUDT8
MOV10L1	RAD21
MOV10L1	RAD54B
MOV10L1	RAD54L
MOV10L1	RUVBL2
MOV10L1	SI
MOV10L1	SKIV2L2
MOV10L1	SMARCA2
MOV10L1	SMARCA5
MOV10L1	SNRNP200
MOV10	PMS1
MOV10	PUF60
MPDU1	PMVK
MPDU1	POU2F2
MPDU1	QRICH2
MPDU1	RPS3A
MPDU1	SLC1A5
MPDU1	TAF1
MPDU1	YY1
MPDZ	PLEKHA1
MPDZ	PLEKHA2
MPEG1	SPI1
MPG	RANBP1
MPHOSPH6	TLE1
MPHOSPH6	TP53
MPHOSPH6	UNC119
MPHOSPH6	ZHX1
MPHOSPH8	PBX3
MPHOSPH8	RANBP9
MPHOSPH9	UBC
MPHOSPH9	USP11
MPHOSPH9	YWHAG
MPHOSPH9	YWHAZ
MPI	PFKFB1
MPI	PFKFB2
MPI	PFKFB3
MPI	PFKFB4
MPI	PFKL
MPI	PFKM
MPI	PFKP
MPI	PGM2
MPI	PMM1
MPI	PMM2
MPI	TKTL1
MPI	TKTL2
MPI	ZNF143
MPL	SOCS1
MPL	STAT5A
MPL	THPO
MPL	TYK2
MPND	SP1
MPND	USP30
MPND	USP36
MPP1	NEK10
MPP1	NEK3
MPP1	NPR2
MPP1	PDPK1
MPP1	PRKCQ
MPP1	PRKCZ
MPP1	PRKX
MPP1	RPS6KA4
MPP1	RPS6KA6
MPP1	RPS6KB1
MPP1	SCYL2
MPP1	SGSM2
MPP1	STK3
MPP1	STUB1
MPP1	TTK
MPP1	YES1
MPP3	PLK2
MPP3	RPS2
MPP5	PARD6A
MPP6	RPS20
MPP6	SKIV2L2
MPP6	SMARCA4
MPP6	SNX9
MPP6	THOP1
MPP6	ZNF263
MPRIP	PPP1R12C
MPRIP	RHOA
MPRIP	SFN
MPRIP	YWHAB
MPRIP	YWHAG
MPRIP	YWHAQ
MPST	RAE1
MPV17L2	NFYA
MPV17L2	NFYB
MPV17L2	SP1
MPV17L2	SP2
MPV17	USF1
MPZL1	NFYB
MPZL1	PBX3
MPZL1	POLR3A
MPZL1	PTPN11
MPZL1	SRC
MPZL1	TBP
MPZL3	ZEB1
MPZ	PMP22
MR1	RFX5
MRAS	RAF1
MRAS	RALGDS
MRAS	RAPGEF5
MRAS	RAPGEF6
MRAS	RASSF5
MRC2	ZNF263
MRE11A	MSH2
MRE11A	MSH6
MRE11A	NBN
MRE11A	NEK2
MRE11A	NLRP2
MRE11A	NTRK3
MRE11A	PAK4
MRE11A	PAXIP1
MRE11A	PRKACB
MRE11A	PRKD2
MRE11A	PRKDC
MRE11A	PRMT1
MRE11A	RAD50
MRE11A	RECQL5
MRE11A	RFC1
MRE11A	SUMO2
MRE11A	TERF2
MRE11A	TERF2IP
MRE11A	TTK
MRE11A	UBC
MRE11A	USP11
MRE11A	VRK2
MRE11A	XRCC6
MRFAP1L1	TSNAX
MRFAP1	RB1
MRLC2	NEK6
MRLC2	PAK4
MRLC2	PFTK2
MRLC2	TTK
MRM1	STK11
MRO	RAD21
MRP63	ZBTB33
MRPL10	NEK10
MRPL10	NEK3
MRPL10	NEK4
MRPL10	NEK6
MRPL10	NPR2
MRPL10	NTRK3
MRPL10	PAK4
MRPL10	PAK6
MRPL10	PIM2
MRPL10	PRKCZ
MRPL10	PTK2B
MRPL10	RIOK1
MRPL10	RPS6KB1
MRPL10	SCYL2
MRPL10	SNRK
MRPL10	STK16
MRPL10	STK17A
MRPL10	STK38
MRPL10	SYK
MRPL10	TBK1
MRPL10	TSSK1B
MRPL10	TTK
MRPL10	TYK2
MRPL10	USP22
MRPL11	NR2C2
MRPL11	YY1
MRPL12	SP2
MRPL12	SRRM2
MRPL12	TAF1
MRPL12	TTK
MRPL13	NEK6
MRPL13	OXA1L
MRPL14	ZBTB7A
MRPL15	MYC
MRPL17	NRF1
MRPL18	NFYA
MRPL18	NFYB
MRPL18	PBX3
MRPL18	PPARGC1A
MRPL18	SCYL2
MRPL18	TYK2
MRPL1	SCYL3
MRPL1	TAF1
MRPL20	MYC
MRPL20	NR2C2
MRPL20	OXA1L
MRPL20	SETDB1
MRPL20	TAF1
MRPL20	TP53BP2
MRPL20	USP13
MRPL23	USP44
MRPL24	MYC
MRPL24	NRF1
MRPL24	SIX5
MRPL24	ZNF143
MRPL27	NR2C2
MRPL27	TYK2
MRPL27	UBC
MRPL28	NFYB
MRPL28	OXA1L
MRPL28	PBX3
MRPL28	TUBB3
MRPL2	NEK3
MRPL2	TBK1
MRPL2	TYK2
MRPL30	NFKB1
MRPL30	RPS6KB1
MRPL30	STAT1
MRPL30	USF1
MRPL32	NRF1
MRPL32	TAF1
MRPL32	YY1
MRPL33	NR2C2
MRPL34	NRF1
MRPL34	TCF12
MRPL34	TFAP2A
MRPL34	TFAP2C
MRPL35	TAL1
MRPL36	THAP1
MRPL36	TYK2
MRPL36	USF1
MRPL36	YY1
MRPL37	PBX3
MRPL38	NR3C1
MRPL38	RAD21
MRPL38	SQSTM1
MRPL39	PAN2
MRPL39	RAD21
MRPL39	TAF1
MRPL39	USP32
MRPL3	MYC
MRPL40	MXI1
MRPL40	MYC
MRPL40	NRF1
MRPL40	SETDB1
MRPL40	SIN3A
MRPL40	SIRT6
MRPL40	SIX5
MRPL40	SMARCB1
MRPL40	SMC3
MRPL40	SP1
MRPL40	SRF
MRPL40	STAT1
MRPL40	STAT2
MRPL40	TAF1
MRPL40	TRIM28
MRPL40	USP44
MRPL40	YY1
MRPL40	ZBTB7A
MRPL40	ZNF263
MRPL43	MYC
MRPL43	NEK6
MRPL43	NR2C2
MRPL43	PDGFRA
MRPL43	TBK1
MRPL44	NFKBIL1
MRPL44	SETDB1
MRPL44	VIM
MRPL45	NRF1
MRPL46	TESK2
MRPL46	YY1
MRPL47	NEK6
MRPL47	THAP1
MRPL47	YY1
MRPL48	MYC
MRPL48	OXA1L
MRPL48	PDGFRA
MRPL48	SCYL3
MRPL48	TAF1
MRPL49	OXA1L
MRPL4	MYC
MRPL4	NFYB
MRPL50	SIX5
MRPL50	ZNF143
MRPL51	OXA1L
MRPL51	RPS6KA5
MRPL51	TYK2
MRPL52	NR3C1
MRPL52	RAD21
MRPL52	YY1
MRPL53	NEK6
MRPL53	NR2C2
MRPL53	PRKCB1
MRPL53	TBK1
MRPL53	TYK2
MRPL53	USP44
MRPL54	NEK6
MRPL54	NRF1
MRPL55	NEK10
MRPL55	NEK3
MRPL55	PTK2B
MRPL55	SCYL2
MRPL55	SETDB1
MRPL55	STK3
MRPL55	TYK2
MRPL55	YES1
MRPL55	ZNF263
MRPS10	NR2C2
MRPS10	PRKCB1
MRPS10	SP2
MRPS10	TAF1
MRPS11	YY1
MRPS12	NEK6
MRPS12	SPINK7
MRPS12	UNC119
MRPS12	VRK2
MRPS14	USP42
MRPS14	YY1
MRPS15	NR2C2
MRPS15	SREBF1
MRPS15	SREBF2
MRPS15	SRF
MRPS15	YY1
MRPS16	NR2C2
MRPS17	NEK6
MRPS18B	MXI1
MRPS18B	MYC
MRPS18B	NFKBIL1
MRPS18B	NRF1
MRPS18B	SMARCA4
MRPS18B	SMARCB1
MRPS18B	SPI1
MRPS18B	TAF1
MRPS18B	TBP
MRPS18B	UBC
MRPS18C	NRF1
MRPS18C	USF1
MRPS18C	USF2
MRPS21	USP42
MRPS21	USP44
MRPS22	MYC
MRPS22	NFKBIL1
MRPS22	UBC
MRPS23	MYC
MRPS23	NR2C2
MRPS23	SRF
MRPS23	SRRM2
MRPS23	STK31
MRPS25	YES1
MRPS25	ZNF143
MRPS26	PPP2CA
MRPS26	TYK2
MRPS26	USP42
MRPS27	YWHAQ
MRPS27	YY1
MRPS28	NR2C2
MRPS30	ZZZ3
MRPS31	NEK6
MRPS31	UBC
MRPS31	USP42
MRPS33	SP2
MRPS33	UBC
MRPS34	MYC
MRPS34	NFKBIL1
MRPS34	USP42
MRPS35	UBC
MRPS35	USP42
MRPS35	YY1
MRPS36	NEK6
MRPS36	PAK4
MRPS36	PTK2B
MRPS36	SCYL2
MRPS36	TYK2
MRPS36	YES1
MRPS5	NEK6
MRPS5	NR3C1
MRPS5	TBK1
MRPS5	TYK2
MRPS6	PRKCH
MRPS6	SRRM2
MRPS6	TYK2
MRPS7	UBC
MRPS7	YY1
MRPS7	ZBTB33
MRRF	MYC
MRS2	NRF1
MRS2	ZEB1
MRTO4	MYC
MRTO4	PML
MRTO4	RARA
MRVI1	PRKG1
MS4A15	SRF
MS4A1	NFKB1
MS4A1	SPI1
MS4A2	SYK
MSC	NFKB1
MSC	TCF4
MSC	TYK2
MSH2	MSH3
MSH2	MSH6
MSH2	MYC
MSH2	NBN
MSH2	NFYB
MSH2	OTUB1
MSH2	PCNA
MSH2	PMS2
MSH2	PRKCZ
MSH2	PTP4A3
MSH2	RAD50
MSH2	RFC1
MSH2	RPA4
MSH2	SNW1
MSH2	SUMO2
MSH2	TCF12
MSH2	TP53
MSH2	TTK
MSH2	UBC
MSH2	XPA
MSH3	MYC
MSH3	PCNA
MSH3	PMS2
MSH3	RPA4
MSH3	RXRA
MSH3	TCF12
MSH3	XPA
MSH4	MSH5
MSH4	RAD51
MSH4	RPA1
MSH4	SMARCA4
MSH4	VBP1
MSH5	MYC
MSH5	NFYA
MSH5	NFYB
MSH5	RXRA
MSH5	SIRT6
MSH5	SP1
MSH5	TCF4
MSH5	TTK
MSH5	ZBTB7A
MSH6	MYC
MSH6	NBN
MSH6	PCNA
MSH6	PMS2
MSH6	PRKCZ
MSH6	RAD50
MSH6	RFC1
MSH6	SMC1A
MSH6	TOPBP1
MSH6	UBC
MSI2	NR3C1
MSL1	MSL2
MSL1	MSL3
MSL1	MYST1
MSL2	MSL3
MSL2	MYST1
MSL2	TP53
MSL2	YWHAE
MSL2	YWHAG
MSL2	YWHAZ
MSL3L2	MYST1
MSL3	MYST1
MSL3	PRKDC
MSLNL	MYC
MSLN	TFAP2A
MSLN	TFAP2C
MSMO1	NSDHL
MSN	NCF1
MSN	NCF4
MSN	RHOA
MSN	SELL
MSN	SELPLG
MSN	SLC9A3R1
MSN	SPN
MSN	SPTAN1
MSN	TNFRSF10B
MSN	TNFRSF1A
MSN	TSC1
MSN	TTK
MSN	VCAM1
MSN	YES1
MSRB3	NEK6
MSRB3	NPR2
MSRB3	RPS6KB1
MSRB3	SCYL2
MSRB3	STK3
MSRB3	TYK2
MSRB3	ZNF263
MST1P2	MYC
MST1P2	RXRA
MST1P2	SETDB1
MST1P2	SIN3A
MST1P2	SP1
MST1P2	SREBF1
MST1P2	STAT1
MST1P2	TAF1
MST1P2	TAL1
MST1P2	TCF12
MST1P2	ZBTB33
MST1P2	ZBTB7A
MST1R	PLCG1
MST1R	SHC1
MST1R	STUB1
MST1R	UBC
MST4	PDCD10
MST4	PPP2CA
MST4	PPP2R1A
MST4	RAF1
MST4	SIKE1
MST4	SLMAP
MST4	STRN
MST4	STRN3
MST4	STRN4
MST4	TYRO3
MSX1	MSX2
MSX1	PAX3
MSX1	SP1
MSX1	SUZ12
MSX1	TBP
MSX1	TCF12
MSX1	TLE2
MSX2	NR3C1
MSX2	PITX2
MSX2	POLR3D
MSX2	POU2AF1
MSX2	PPARG
MSX2	RUNX2
MSX2	SUZ12
MSX2	TLE1
MSX2	TLE2
MSX2	XRCC5
MSX2	XRCC6
MSX2	ZDHHC2
MT1A	SUZ12
MT1DP	SUZ12
MT1E	SUZ12
MT1G	SPINK7
MT1H	SPINK7
MT1L	NR3C1
MT1L	STAT3
MT1M	SUZ12
MT1X	NR3C1
MT1X	TCF4
MT2A	NR3C1
MT2A	PRKD1
MT2A	SMARCA4
MT2A	SPINK7
MT2A	STAT3
MT2A	TFAP2A
MT2A	TFAP2C
MT2A	USP25
MTA1	MTA2
MTA1	NAA10
MTA1	NEK2
MTA1	NEK3
MTA1	NEK4
MTA1	NEK7
MTA1	NRBP2
MTA1	NRP1
MTA1	NUAK1
MTA1	NUAK2
MTA1	NUP62
MTA1	OXSR1
MTA1	PAK1
MTA1	PAK4
MTA1	PARK7
MTA1	PBK
MTA1	PCTK1
MTA1	PCTK3
MTA1	PDGFRA
MTA1	PDGFRB
MTA1	PDGFRL
MTA1	PDPK1
MTA1	PFTK1
MTA1	PFTK2
MTA1	PIM1
MTA1	PIM3
MTA1	PITX3
MTA1	PLK3
MTA1	PRKAA1
MTA1	PRKACB
MTA1	PRKACG
MTA1	PRKAG1
MTA1	PRKCA
MTA1	PRKCB1
MTA1	PRKCG
MTA1	PRKCI
MTA1	PRKCQ
MTA1	PRKCZ
MTA1	PRKD2
MTA1	PRKY
MTA1	PTK2B
MTA1	PTK6
MTA1	PXK
MTA1	RAF1
MTA1	RBBP4
MTA1	RBBP7
MTA1	RET
MTA1	RIOK3
MTA1	RIPK3
MTA1	RIPK5
MTA1	RP6-213H19.1
MTA1	RPS6KA3
MTA1	RPS6KA4
MTA1	RPS6KA5
MTA1	RPS6KA6
MTA1	RPS6KB1
MTA1	SCYL1
MTA1	SCYL3
MTA1	SGK1
MTA1	SGK2
MTA1	SGK3
MTA1	SIN3A
MTA1	SIX3
MTA1	SNRK
MTA1	SPEG
MTA1	SRPK1
MTA1	SRPK2
MTA1	STK16
MTA1	STK17A
MTA1	STK31
MTA1	STK32B
MTA1	STK38
MTA1	STK38L
MTA1	STK4
MTA1	STK40
MTA1	STYK1
MTA1	SUMO2
MTA1	SYK
MTA1	TBK1
MTA1	TBRG4
MTA1	TESK2
MTA1	TH1L
MTA1	TNK2
MTA1	TP53
MTA1	TP53RK
MTA1	TRIB2
MTA1	TRIM24
MTA1	TRIM28
MTA1	TSSK1B
MTA1	TSSK3
MTA1	TSSK6
MTA1	TTN
MTA1	TYK2
MTA1	VRK2
MTA1	VRK3
MTA1	WEE1
MTA1	XRCC6BP1
MTA1	ZAP70
MTA1	ZEB2
MTA1	ZFPM1
MTA1	ZFPM2
MTA2	NR4A1
MTA2	PARK7
MTA2	PCNT
MTA2	RBBP4
MTA2	RBBP7
MTA2	SAP30
MTA2	SATB1
MTA2	SATB2
MTA2	SIN3A
MTA2	SRRM2
MTA2	SUMO2
MTA2	TOP2B
MTA2	TP53
MTA2	YY1
MTA2	ZEB2
MTA2	ZFPM2
MTA3	ZFPM2
MTAP	SMS
MTAP	SRM
MTCH1	TAF1
MTCH1	USF1
MTCH2	NRF1
MTCH2	UBC
MT-CO1	NEK7
MT-CO1	NRBP1
MT-CO1	NRP1
MT-CO1	NRP2
MT-CO1	PACSIN1
MT-CO1	PBK
MT-CO1	PRKAA2
MT-CO1	PRKACG
MT-CO1	PRKAG1
MT-CO1	PRKG1
MT-CO1	RAGE
MT-CO1	RELA
MT-CO1	RET
MT-CO1	RPS6KB1
MT-CO1	SGK2
MT-CO1	SKAP1
MT-CO1	SRPK2
MT-CO1	STK16
MT-CO1	STK32A
MT-CO1	STK38L
MT-CO1	STK40
MT-CO1	SYK
MT-CO1	TESK2
MT-CO1	TNK2
MT-CO1	TRIM27
MT-CO1	TSSK6
MT-CO1	TYRO3
MT-CO1	ULK3
MTCP1	NEK10
MTCP1	NEK2
MTCP1	NEK3
MTCP1	NEK6
MTCP1	PRKCH
MTCP1	PTK2B
MTCP1	RPS6KB1
MTCP1	SCYL2
MTCP1	TBK1
MTCP1	TYK2
MTDH	OTUD6B
MTDH	SUMO1
MTDH	UBC
MTDH	USF1
MTERFD2	TAF1
MTERF	RAD21
MTF2	SUZ12
MTF2	TAF1
MTF2	TCF4
MTFMT	MTHFD1
MTFMT	MTHFD1L
MTFMT	MTHFD2
MTFMT	MTR
MTFMT	RAD21
MTFMT	SHMT1
MTFMT	SHMT2
MTG1	NRF1
MTG1	STRN4
MTHFD1L	MTHFD2
MTHFD1L	MTHFR
MTHFD1L	MTHFS
MTHFD1L	MTR
MTHFD1L	SHMT1
MTHFD1L	SHMT2
MTHFD1L	TYMS
MTHFD1L	USP50
MTHFD1L	WDR8
MTHFD1	MTHFD1L
MTHFD1	MTHFD2
MTHFD1	MTHFR
MTHFD1	MTHFS
MTHFD1	MTR
MTHFD1	SHMT1
MTHFD1	SHMT2
MTHFD1	TRAF6
MTHFD1	TYMS
MTHFD1	UBC
MTHFD1	WDR8
MTHFD2	MTHFR
MTHFD2	MTHFS
MTHFD2	MYC
MTHFD2	PARP3
MTHFD2	PSMD13
MTHFD2	SHMT1
MTHFD2	SHMT2
MTHFD2	TYMS
MTHFR	MTR
MTHFR	NAA38
MTHFR	NFE2
MTHFR	SHMT1
MTHFR	SHMT2
MTHFR	SIN3A
MTHFR	SREBF1
MTHFR	SREBF2
MTHFR	TAL1
MTHFR	TYMS
MTHFR	USF1
MTHFR	USF2
MTHFR	ZBTB7A
MTHFSD	NRF1
MTHFSD	TP53
MTHFSD	TP63
MTHFSD	TP73
MTHFS	STAT3
MTHFS	TSC22D4
MTIF3	ZEB1
MTMR12	NFYA
MTMR12	NFYB
MTMR12	SP1
MTMR14	SPI1
MTMR15	NR2C2
MTMR15	PCNA
MTMR15	PMS1
MTMR15	PMS2
MTMR15	RFC3
MTMR15	RFC4
MTMR15	SRF
MTMR15	UBB
MTMR15	YWHAE
MTMR15	YWHAZ
MTMR1	MTMR2
MTMR1	MTMR6
MTMR1	NANS
MTMR1	NPL
MTMR1	RENBP
MTMR1	SORD
MTMR1	TPK1
MTMR2	MTMR6
MTMR2	NANS
MTMR2	NPL
MTMR2	RENBP
MTMR2	SBF1
MTMR2	SORD
MTMR2	TPK1
MTMR4	NEDD4
MTMR4	NFYA
MTMR4	NFYB
MTMR4	SP1
MTMR4	UBC
MTMR6	MTMR9
MTMR6	NANS
MTMR6	NPL
MTMR6	RENBP
MTMR6	SORD
MTMR6	TPK1
MTMR7	MTMR9
MTMR8	MTMR9
MTMR9	SPG21
MTMR9	THAP1
MT-ND1	MT-ND2
MT-ND1	MT-ND3
MT-ND1	MT-ND4
MT-ND1	MT-ND4L
MT-ND1	MT-ND5
MT-ND1	MT-ND6
MT-ND1	NDUFA12
MT-ND1	NDUFA13
MT-ND1	NDUFB11
MT-ND2	MT-ND3
MT-ND2	MT-ND4
MT-ND2	MT-ND4L
MT-ND2	MT-ND5
MT-ND2	MT-ND6
MT-ND2	NDUFA12
MT-ND2	NDUFA13
MT-ND2	NDUFB11
MT-ND3	MT-ND4
MT-ND3	MT-ND4L
MT-ND3	MT-ND5
MT-ND3	MT-ND6
MT-ND3	NDUFA12
MT-ND3	NDUFA13
MT-ND3	NDUFB11
MT-ND4L	MT-ND5
MT-ND4L	MT-ND6
MT-ND4L	NDUFA12
MT-ND4L	NDUFA13
MT-ND4L	NDUFB11
MT-ND4	MT-ND4L
MT-ND4	MT-ND5
MT-ND4	MT-ND6
MT-ND4	NDUFA12
MT-ND4	NDUFA13
MT-ND4	NDUFB11
MT-ND5	MT-ND6
MT-ND5	NDUFA12
MT-ND5	NDUFA13
MT-ND5	NDUFB11
MT-ND6	NDUFA12
MT-ND6	NDUFA13
MT-ND6	NDUFB11
MTOR	NFYA
MTOR	PA2G4
MTOR	PBX3
MTOR	PDK1
MTOR	PLD2
MTOR	PPP2R2A
MTOR	PRKAA1
MTOR	PRKCD
MTOR	PRR5
MTOR	RAP1A
MTOR	RHEB
MTOR	RICTOR
MTOR	RPS6KB1
MTOR	RPTOR
MTOR	SP1
MTOR	SP2
MTOR	STAT1
MTOR	STAT3
MTOR	TELO2
MTOR	TERT
MTOR	TTI1
MTOR	UBQLN1
MTOR	YWHAQ
MTPN	NFKB1
MTPN	REL
MTPN	RELA
MTRF1	NEK6
MTRF1	NR2C2
MTRF1	PARK7
MTRF1	SIX5
MTRNR2L1	NFKB1
MTRNR2L1	NR3C1
MTRNR2L1	POU5F1
MTRNR2L1	PPARGC1A
MTRNR2L1	REST
MTRNR2L1	RXRA
MTRNR2L1	SIN3A
MTRNR2L1	SP1
MTRNR2L1	SREBF1
MTRNR2L1	SREBF2
MTRNR2L1	SRF
MTRNR2L1	STAT3
MTRNR2L1	TAF1
MTRNR2L1	TBP
MTRNR2L1	TCF12
MTRNR2L1	ZBTB33
MTRNR2L2	PAX5
MTRNR2L2	REST
MTRNR2L2	RXRA
MTRNR2L2	SP1
MTRNR2L2	TAF1
MTRNR2L2	TCF12
MTRNR2L2	ZBTB33
MTRNR2L8	PAX5
MTRNR2L8	REST
MTRNR2L8	RXRA
MTRNR2L8	SIX5
MTRNR2L8	SP1
MTRNR2L8	TAF1
MTRNR2L8	TCF12
MTRNR2L8	ZBTB33
MTR	SHMT1
MTR	SHMT2
MTR	TSC22D1
MTR	UBC
MTSS1L	TCF4
MTSS1	RAC1
MTSS1	RECQL5
MTSS1	SUFU
MTUS2	PLK4
MTUS2	RIBC2
MTUS2	ZFP64
MTUS2	ZNF655
MTX1	TMBIM4
MUC1	PRKCD
MUC1	SOS1
MUC1	SRC
MUC1	STAT1
MUC1	STAT3
MUC1	TFAP2C
MUC20	ZNF263
MUC5B	STATH
MUC7	SELL
MUL1	UBE2D1
MUL1	UBE2D2
MUL1	UBE2D3
MUL1	UBE2D4
MUL1	UBE2E1
MUL1	UBE2E3
MUL1	UBE2L6
MUL1	UBE2U
MUL1	UBE2W
MUS81	POU2F2
MUS81	SRF
MUS81	SUMO2
MUS81	TERF2
MUS81	TERT
MUSK	NEDD8
MUSK	PDZRN3
MUSK	SYNE1
MUSK	UBC
MUTED	PLDN
MUTED	SQSTM1
MUTED	THAP1
MUTED	YOD1
MUTED	YY1
MUT	NAA10
MUT	NAA20
MUT	NAT6
MUT	NEK6
MUT	PNPLA3
MUT	SUCLA2
MUT	SUCLG1
MUT	SUCLG2
MUTYH	PCNA
MUTYH	RPA1
MUTYH	ZNF143
MVD	NFYA
MVD	NFYB
MVD	PMVK
MVD	SP1
MVD	SREBF1
MVD	SREBF2
MVD	TAF1
MVD	THAP1
MVK	PMVK
MVK	SP1
MVK	SREBF1
MVK	SREBF2
MVP	PARP4
MVP	PTEN
MVP	STAT3
MVP	TTK
MVP	YES1
MX1	PIAS1
MX1	SP100
MX1	STAT1
MX1	STAT2
MX1	SUMO1
MX1	TAF1
MX2	SPI1
MX2	TCF12
MXD1	MYO3A
MXD1	NEK4
MXD1	NEK8
MXD1	NFYA
MXD1	NFYB
MXD1	NRBP1
MXD1	PACSIN1
MXD1	PAK1
MXD1	PDGFRL
MXD1	PFTK2
MXD1	PRKCG
MXD1	RAGE
MXD1	RET
MXD1	RFX5
MXD1	RPS6KB1
MXD1	SAP30
MXD1	SIN3A
MXD1	SMC3
MXD1	SNF1LK2
MXD1	SP1
MXD1	STK4
MXD1	STK40
MXD1	SYK
MXD1	TNK2
MXD1	TRIM27
MXD1	TSSK3
MXD1	WIF1
MXD1	ZAP70
MXD3	SIN3A
MXD3	SMC3
MXD4	PBX3
MXD4	SMC3
MXD4	STK16
MXD4	TCP10L
MXD4	YES1
MXI1	NBPF1
MXI1	NEAT1
MXI1	NUBP1
MXI1	NUP214
MXI1	P2RX6
MXI1	P2RX6P
MXI1	PDE4DIP
MXI1	PI4KA
MXI1	PLEKHJ1
MXI1	PPIL2
MXI1	PPP1R10
MXI1	PRAME
MXI1	QTRT1
MXI1	RAB36
MXI1	RALGAPB
MXI1	RANBP1
MXI1	RFX1
MXI1	RFX5
MXI1	RNU11
MXI1	ROCK1P1
MXI1	RPRD1B
MXI1	RRP12
MXI1	RTDR1
MXI1	S100PBP
MXI1	SCFD2
MXI1	SDF2L1
MXI1	SHC1
MXI1	SIN3B
MXI1	SIX5
MXI1	SLC25A1
MXI1	SLC25A25
MXI1	SMC3
MXI1	SNAP29
MXI1	SNHG3
MXI1	SNHG3-RCC1
MXI1	SNORD48
MXI1	SNX16
MXI1	THAP7
MXI1	TRMT2A
MXI1	TRUB2
MXI1	UTP20
MXI1	WDR60
MXI1	WDR74
MXI1	YDJC
MXI1	YTHDF1
MXI1	ZNF143
MXI1	ZNF280A
MXI1	ZNF280B
MXI1	ZNF595
MXI1	ZNF653
MXI1	ZNF718
MYADM	SRF
MYADM	TCF4
MYBBP1A	MYC
MYBBP1A	NCL
MYBBP1A	NOP2
MYBBP1A	NOP56
MYBBP1A	NR2E3
MYBBP1A	NR4A1
MYBBP1A	PCNA
MYBBP1A	SMN1
MYBBP1A	TAF1D
MYBBP1A	TCEB1
MYBBP1A	TCEB2
MYBBP1A	UBC
MYBBP1A	VHL
MYBBP1A	ZBTB7B
MYBL1	NCL
MYBL1	NLK
MYBL2	NLK
MYBL2	PARP1
MYBL2	RBL1
MYBL2	SKP2
MYBL2	TRIM15
MYBL2	ZBTB9
MYBL2	ZNF622
MYB	NCL
MYB	NCOR1
MYB	NLK
MYB	PARP1
MYB	PAX5
MYBPC1	USP25
MYBPC2	RFX5
MYBPC3	MYC
MYBPC3	RAD21
MYBPC3	TNNI3K
MYBPC3	TTN
MYB	PML
MYB	RBBP5
MYB	RPL4
MYB	SIN3A
MYB	SKI
MYB	SMARCA2
MYB	SND1
MYB	SP100
MYB	SUMO1
MYB	SUMO2
MYB	TRIM28
MYB	TTF2
MYB	UBC
MYB	UBE2I
MYB	WDR5
MYB	ZMYND11
